ra,dec,m,sp_cl,hd_id,bayer_name,proper_name
1.51531667,-0.89127662,3.85,A5,39060,bet Pic,
1.66728395,-0.58357508,3.85,G7,44762,del Col,
1.89722380,-0.46727312,3.85,B2,56139,ome CMa,
2.68229472,-0.73516662,3.85,A2,88955,q Vel,
2.76116178,0.16243198,3.85,B1,91316,rho Leo,
4.17331495,0.27334765,3.85,F6,142860,gam Ser,
4.25615264,-1.11152263,3.85,G2,145544,del TrA,
4.86600704,-0.14388785,3.85,K3,171443,alp Sct,
1.10829135,-0.73817731,3.86,K1,26967,alp Hor,
3.30610448,-0.84720221,3.86,A2,109787,tau Cen,
4.69604106,0.65014484,3.86,K1,163770,the Her,
4.77244285,-0.36754695,3.86,B8,166937,mu Sgr,Polis
0.24763313,0.67194207,3.87,A5,5448,mu And,
0.83807075,-0.50591762,3.87,F8,20010,alp For,Dalim
0.98535472,0.42529795,3.87,B8,23408,20 Tau,Maia
1.21378923,-0.24964996,3.87,K2,29503,53 Eri,Sceptrum
1.44518353,-0.61907798,3.87,K1,36597,eps Col,
1.80699028,-0.42208849,3.87,K2,50877,omi1 CMa,
3.28325521,-1.25895932,3.87,B5,109026,gam Mus,
3.28769126,1.21803620,3.87,B6,109387,kap Dra,
3.65943184,-0.78197053,3.87,B2,121790,ups1 Cen,
3.97906708,-0.85063469,3.87,B9.5,134481,kap Lup,
0.04106614,-0.79844450,3.88,K0,496,eps Phe,
2.41887363,0.04038983,3.88,B9.5,79469,the Hya,
2.58641796,0.45390681,3.88,K2,85503,mu Leo,Rasalas
3.53885141,-0.68779062,3.88,G9,117440,d Cen,
3.85307612,-0.09875655,3.88,F2,129502,mu Vir,
4.17519845,-0.50988340,3.88,B2,142669,rho Sco,Iklil
0.76981383,-0.15530037,3.89,K1,18322,eta Eri,Azha
2.97145214,-0.95104930,3.89,B5,98718,pi Cen,
3.22845187,-0.01164038,3.89,A2,107259,eta Vir,Zaniah
4.27492220,0.80832015,3.89,B5,147394,tau Her,
4.33474336,-1.37701630,3.89,G8,147675,gam Aps,
5.21987255,0.61231968,3.89,K0,188947,eta Cyg,
2.20635797,-0.06817935,3.9,A0,71155,C Hya,
5.20314648,0.01755026,3.9,F6,187929,eta Aql,
6.06658995,-0.78970331,3.9,K1,218670,iot Gru,
1.06097111,0.10453068,3.91,A1,25490,nu Tau,
2.29523159,-0.80357868,3.91,A1,75063,a Vel,
2.53010201,-0.01994523,3.91,K2.5,83618,iot Hya,Ukdah
2.91727421,-1.02930793,3.91,G4,96918,x Car,
3.26394023,-0.87668858,3.91,B2,108483,sig Cen,
4.08200514,-0.25812450,3.91,G8.5,138905,gam Lib,Zubenelhakrabi
0.29838585,-0.96422169,3.92,B6,6882,zet Phe,Wurren
4.45185496,0.53976731,3.92,A0,153808,eps Her,
5.56682946,0.09159100,3.92,G0,202447,alp Equ,Kitalpha
1.20566618,-0.05851216,3.93,B2,29248,nu Eri,
2.01256825,-0.16669834,3.93,K0,61935,alp Mon,
5.06875612,-0.31149279,3.93,F0,181577,rho1 Sgr,
0.11433361,-0.76235982,3.94,A7,2262,kap Phe,
2.28937020,0.31684998,3.94,K0,74442,del Cnc,Asellus Australis
2.98418577,0.18376863,3.94,F4,99028,iot Leo,
5.48545348,0.71850357,3.94,A1,199629,nu Cyg,
0.39816051,-0.85648155,3.95,K0,9362,del Phe,
0.76034542,0.92087935,3.95,G4,17878,tau Per,
1.73085756,-0.33607769,3.95,K1,47205,nu2 CMa,
2.01506989,-1.26721570,3.95,K0,63295,zet Vol,
3.50785000,0.95856391,3.95,A1,116657,zet2 UMa,Mizar B
4.14933849,-0.58690575,3.95,B9,141556,chi Lup,
5.96261923,0.41129653,3.95,G8,215665,lam Peg,
1.15207729,-0.59370768,3.96,K4,28028,ups3 Eri,Beemim
1.56707296,-0.74726757,3.96,K0,40808,eta Col,
1.78827162,-0.56738230,3.96,B1.5,50013,kap CMa,
2.02374563,-0.50535524,3.96,A2,62623,3 Pup,
3.19243264,-0.91400469,3.96,B3,105937,rho Cen,
4.21848989,-0.36074501,3.96,B1,144470,ome1 Sco,
5.23856939,-1.27252925,3.96,A0,188228,eps Pav,
1.53366445,0.68327216,3.97,G9.5,39003,nu Aur,
2.26937890,-0.61624667,3.97,G7,74006,bet Pyx,
2.35898702,0.72924704,3.97,F5,76943,10 UMa,
2.40539823,-1.08764071,3.97,B3,79447,i Car,
4.71520332,0.05116724,3.97,B5,164353,67 Oph,
5.07841361,-0.70888487,3.97,B8,181869,alp Sgr,Rukbat
5.88730100,-0.75914065,3.97,G6-8,213009,del1 Gru,
6.12161145,-0.35082088,3.97,K0,220321,b1 Aqr,
0.53858679,1.26399168,3.98,A2,12216,50 Cas,
1.63561349,-0.10951456,3.98,K1.5,43232,gam Mon,
1.90603044,-1.18607728,3.98,F6,57623,del Vol,
5.30349564,0.83277416,3.98,K3,192909,omi2 Cyg,
6.09743864,-1.01640703,3.99,F1,219571,gam Tuc,
0.52362059,-0.36787662,4,M0,12274,ups Cet,
0.75870190,-0.87074961,4,M7,18242,,
2.36687009,-1.15883075,4,A2-3,78045,alp Vol,
2.72443715,-1.29209633,4,F2,90589,I Car,
3.84827647,-0.65962295,4,B3,129116,b Cen,
0.59914972,0.59074547,4.01,A1,14055,gam Tri,
2.31488109,-0.48363074,4.01,K3,75691,gam Pyx,
3.51345687,0.95972262,4.01,A5,116842,80 UMa,Alcor
4.19702961,1.02215692,4.01,F8,144284,the Dra,
4.24112827,-0.33965077,4.01,B3,145502,nu Sco,Jabbah
4.90016459,-1.24665475,4.01,K0,171759,zet Pav,
5.07296673,-0.77595399,4.01,B9,181454,bet1 Sgr,Arkab Prior
5.36424764,0.53003225,4.01,F5,195295,41 Cyg,
5.97597100,-0.23723388,4.01,M0,216032,tau Aqr,
6.28018189,0.11978776,4.01,F4,224617,ome Psc,
1.24573603,-0.05680562,4.02,B5,30211,mu Eri,
2.29814775,0.50195669,4.02,G7.5,74739,iot Cnc,
3.17830275,-0.43160053,4.02,F2,105452,alp Crv,Alchiba
4.27535854,-0.87537958,4.02,G8,146686,gam2 Nor,
4.97254485,0.26299203,4.02,K1,176411,eps Aql,
4.98151875,-0.10016251,4.02,K1,176678,12 Aql,
5.64606014,0.79572954,4.02,G8,205435,rho Cyg,
5.91385909,-0.00205076,4.02,B9,213998,eta Aqr,
1.32391223,1.05491578,4.03,G1,31910,bet Cam,
3.07989526,0.11396030,4.03,M1,102212,nu Vir,
3.37980101,-0.99794048,4.03,B2,112092,mu1 Cru,
4.73619091,0.04362354,4.03,K0,165341,70 Oph,
5.38090826,0.19728038,4.03,B6,195810,eps Del,Aldulfin
1.04268151,0.62467273,4.04,O7.5,24912,xi Per,Menkib
1.08499120,0.83274022,4.04,B3,25940,48 Per,
1.09896838,-0.11933689,4.04,F2,26574,omi1 Eri,Beid
3.22203052,-1.11706405,4.04,B2.5,106983,zet Cru,
4.95383347,0.76700433,4.04,M5,175865,13 Lyr,
0.82495896,0.86591602,4.05,G0,19373,iot Per,
2.97201937,0.10523366,4.05,B9.5,98664,sig Leo,
3.75488681,-0.66122284,4.05,A0,125473,psi Cen,
3.77513263,0.90496776,4.05,F7,126660,the Boo,
3.83050320,-0.86264353,4.05,B5,128345,rho Lup,
3.85567957,-0.61389532,4.05,K3,129456,c1 Cen,
3.96557714,-0.79028024,4.05,B3,133955,lam Lup,
0.20655244,0.42354293,4.06,K1,4502,zet And,
1.98933355,0.46942085,4.06,M0,60522,ups Gem,
4.44877881,-0.92782673,4.06,K4,152980,eps1 Ara,
0.45230208,0.88468316,4.07,B2,10516,phi Per,
0.69587732,0.00573535,4.07,B2,16582,del Cet,
1.29316535,0.23587155,4.07,K2,31421,omi2 Ori,
1.80724481,-0.21011340,4.07,K4,50778,the CMa,
2.17523294,-1.34250241,4.07,F5,71243,alp Cha,
2.28812665,-0.74436838,4.07,G5,74772,d Vel,
3.61927473,0.27572324,4.07,K5.5,120477,ups Boo,
4.00340715,-1.02627299,4.07,A3,135379,bet Cir,
5.52373437,-0.30076871,4.07,A1,200761,the Cap,
2.50648916,-1.03374882,4.08,B5,83183,h Car,
2.87881152,-0.31937586,4.08,K0,95272,alp Crt,Alkes
2.98836002,-0.30864209,4.08,A5,99211,gam Crt,
3.73507005,-0.10472945,4.08,F6,124850,iot Vir,Syrma
5.59415841,0.34565276,4.08,K1,203504,1 Peg,
5.68762079,1.02590453,4.08,M2,206936,mu Cep,Herschel's Garnet Star
0.42235513,0.72266327,4.09,F8,9826,ups And,Titawin
0.61849378,-1.19833337,4.09,A3,15008,del Hyi,
0.79583378,-0.41232434,4.09,A4,18978,tau3 Eri,
1.47002538,0.16215078,4.09,K0,37160,phi2 Ori,
4.13965919,0.31663182,4.09,M0.5,141477,kap Ser,Gudja
0.70104058,-0.69561067,4.11,K0,16815,iot Eri,
0.69634274,-1.19148295,4.11,B9,16978,eps Hyi,
0.92010849,0.22578743,4.11,K0,21754,f Tau,
2.04743847,-0.80936735,4.11,B0,63922,P Pup,
2.77275368,-1.37196454,4.11,M0,92305,gam Cha,
3.08274597,-1.06776335,4.11,G5,102350,,
3.21824897,-1.18614030,4.11,M5,106849,eps Mus,
4.08721204,-1.15744903,4.11,K1-2,138538,eps TrA,
5.01551631,-0.66155736,4.11,A2,178253,alp CrA,Meridiana
5.01794523,-0.68662707,4.11,K0,178345,bet CrA,
5.46210243,-0.46982809,4.11,M0,198542,ome Cap,
5.88943176,-0.76357185,4.11,M4.5,213080,del2 Gru,
0.71645766,0.85919650,4.12,F8,16895,the Per,
1.58119558,0.16838064,4.12,A2,40932,mu Ori,
1.84899454,-0.27285314,4.12,B8,53244,gam CMa,Muliphein
2.58081109,-0.25912322,4.12,G7,85444,ups1 Hya,Zhang
3.16431829,0.15242057,4.12,G8,104979,omi Vir,
6.02522564,-0.92073390,4.12,G8,217364,zet Gru,
4.83819086,-0.85644761,4.13,G8,169767,zet Tel,
5.21531288,-0.73074027,4.13,K0,188114,iot Sgr,
5.69258770,0.44758969,4.13,F5,206901,kap Peg,
5.82926880,0.65884240,4.13,K3,211388,1 Lac,
6.19570068,0.09819901,4.13,F7,222368,iot Psc,
1.11220379,0.84490419,4.14,G0,26630,mu Per,
1.41348398,-0.13627628,4.14,G8,35369,29 Ori,
2.25865240,-0.75030250,4.14,A6,73634,e Vel,
4.07067505,0.54732071,4.14,B6,138749,the CrB,
5.43711514,-0.44105925,4.14,F4,197692,psi Cap,
6.19770053,0.77377233,4.14,B9,222439,kap And,
1.69717271,0.35276983,4.15,B6,45542,nu Gem,
1.88436654,-0.00860059,4.15,A2,55185,del Mon,
3.17161959,-1.12772026,4.15,F2,105211,eta Cru,
4.16184668,-0.29198389,4.15,G8.5,142198,the Lib,
4.17826732,0.46910572,4.15,K2,143107,eps CrB,
5.96053938,-1.42037803,4.15,A9,214846,bet Oct,
0.14398966,1.09836479,4.16,B1,2905,kap Cas,
1.58877322,0.40602176,4.16,G7,41116,1 Gem,
2.25870331,0.09954679,4.16,A1,73262,del Hya,
4.34750608,-0.61532552,4.16,K6,149447,H Sco,
5.83303580,-0.13584479,4.16,G8,211391,the Aqr,Ancha
1.00118631,-0.63181404,4.17,G9,24160,g Eri,
4.56565042,-0.42193819,4.17,A3,157792,44 Oph,
5.93698471,-0.47200006,4.17,B8,214748,eps PsA,
0.98753638,0.41797727,4.18,B6,23480,23 Tau,Merope
1.95961932,0.55474321,4.18,F0,58946,rho Gem,
3.73667721,0.80439316,4.18,A0,125162,lam Boo,Xuange
3.61913655,-0.60128047,4.19,M4.5,120323,g Cen,
3.72146375,-0.17930834,4.19,K2.5,124294,kap Vir,Kang
4.91162559,0.35860214,4.19,F6,173667,110 Her,
5.82518182,0.99559883,4.19,F0,211336,eps Cep,
5.96332463,0.21245505,4.19,F6,215648,xi Peg,
1.44332184,0.10381315,4.2,B5,36267,32 Ori,
2.08068700,-0.39933133,4.2,F7,65228,11 Pup,
4.33759407,0.74066441,4.2,B9,149630,sig Her,
0.91223269,1.04615520,4.21,B9,21291,,
1.48684599,-0.03390787,4.21,B0,37743,zet Ori B,
2.73965787,0.64066189,4.21,G9,90537,bet LMi,
6.00370719,-0.56792529,4.21,G8,216763,del PsA,
6.09072640,-0.15861164,4.21,K0,219449,psi1 Aqr,
1.15788779,0.38910176,4.22,A7,27934,kap1 Tau,
4.80296430,1.24507910,4.22,A0,170000,phi Dra,
4.91822875,-0.08286435,4.22,G4,173764,bet Sct,
4.94022717,-1.08537663,4.22,B2,173948,lam Pav,
5.36506213,1.09945562,4.22,A7,195725,the Cep,
5.43522436,0.53616030,4.22,G9.5,197912,52 Cyg,
5.61316795,-1.14085386,4.22,F6,203608,gam Pav,
6.08388325,-0.10557303,4.22,M1.5,219215,phi Aqr,
0.08757917,-1.13227750,4.23,F9,1581,zet Tuc,
0.74431748,0.66878593,4.23,F2,17584,16 Per,
0.94461582,0.84112265,4.23,B5,22192,psi Per,
0.98981258,-0.40578420,4.23,F3,23754,tau6 Eri,
3.60273773,-0.57672466,4.23,F3,119756,i Cen,
4.21755178,-0.64231995,4.23,B2.5,144294,the Lup,
4.32571856,-0.60570682,4.23,B2,148703,N Sco,
4.38936490,1.43181964,4.23,G5,153751,eps UMi,
5.19481980,0.57446058,4.23,S6,187796,chi Cyg,
5.57378169,0.68756761,4.23,B9,202850,sig Cyg,
5.70196158,0.86061216,4.23,B3,207330,pi2 Cyg,
2.06517538,-0.83955670,4.24,B0.5,64760,J Pup,
4.37674762,-1.35293560,4.24,K0,149324,bet Aps,
5.31299314,-0.21831160,4.24,G3,192876,alp1 Cap,Prima Giedi
0.29995665,1.50546768,4.25,K2,5848,2 UMi,
0.30326550,0.82452748,4.25,B7,6811,phi And,
0.64134305,-0.83258993,4.25,B5,15371,kap Eri,
0.71612314,-0.24187839,4.25,B7,17081,pi Cet,
1.11712708,-0.89861185,4.25,F4,27290,gam Dor,
1.20728788,0.72020527,4.25,K4,29094,58 Per,
1.20277184,0.17734000,4.25,A5,29140,88 Tau,
2.19403159,0.75377377,4.25,K4.5,70272,31 Lyn,Alsciaukat
2.34959133,0.20695726,4.25,A5,76756,alp Cnc,Acubens
2.73646537,-0.54223501,4.25,K4,90610,alp Ant,
3.78529190,1.32114637,4.25,K4,127700,5 UMi,
0.45986517,0.15983337,4.26,G8,10761,omi Psc,Torcular
1.57051271,0.80175093,4.26,M3,40239,pi Aur,
3.22163782,-1.38425941,4.26,B5,106911,bet Cha,
3.28881845,0.72182455,4.26,G0,109358,bet CVn,Chara
3.45519923,0.48656386,4.26,F9.5,114710,bet Com,
3.67237637,0.02695564,4.26,A3,122408,tau Vir,
4.22705655,0.78426370,4.26,B9,145389,phi Her,
4.63129662,-0.22471599,4.26,A2,160613,omi Ser,
0.71969379,0.17652551,4.27,F0,17094,mu Cet,
0.87235192,-0.75170846,4.27,G8,20794,82 Eri,
0.93282758,-0.37756320,4.27,B8,22203,tau5 Eri,
1.21369469,0.21835523,4.27,A6,29388,90 Tau,
1.34890680,-0.15278903,4.27,B2,33328,lam Eri,
2.13579577,-0.82634068,4.27,B1,68243,gam1 Vel,
3.37475410,-0.70125390,4.27,A7,111968,n Cen,
3.43354260,-0.87102596,4.27,B1.5,113791,xi2 Cen,
4.00785774,-0.83557638,4.27,B8,135734,mu Lup,
5.43957314,0.28141980,4.27,K1,197964,gam2 Del,
5.78767179,-0.24207232,4.27,B9,209819,iot Aqr,
0.27464210,0.13770648,4.28,K0,6186,eps Psc,
0.64646268,0.14765485,4.28,B9,15318,xi2 Cet,
0.94628843,0.00701041,4.28,F9,22484,10 Tau,
1.16198931,0.39817263,4.28,A8,28024,ups Tau,
1.23152614,0.40067427,4.28,B3,29763,tau Tau,
2.02157851,0.50411411,4.28,K1,62044,sig Gem,
2.78950157,-0.97046124,4.28,G2-3,92449,x Vel,
3.11065669,-0.59180721,4.28,B9,103192,bet Hya,
4.32465681,-0.28994767,4.28,G8,148786,phi Oph,
5.59485654,-0.29381648,4.28,G7,203387,iot Cap,
6.05140558,-0.75957699,4.28,F5,218227,the Gru,
6.14342080,0.11133261,4.28,K1,220954,the Psc,
1.07592276,0.87879752,4.29,A0,25642,lam Per,
1.11498178,0.15519856,4.29,B3,26912,mu Tau,
1.15841866,0.31290360,4.29,A2,27962,del3 Tau,
1.28303517,1.15789991,4.29,O9.5,30614,alp Cam,
1.39440899,-0.22997622,4.29,B0.5,34816,lam Lep,
2.51801560,1.41941325,4.29,K3,81817,,
4.56994830,-0.52127652,4.29,F5,157919,45 Oph,
4.61005451,-0.67431280,4.29,K0,159433,Q Sco,
5.07550473,-0.78190266,4.29,F2,181623,bet2 Sgr,Arkab Posterior
5.69609291,1.06675978,4.29,A2,207260,nu Cep,
5.77612353,1.12796751,4.29,A3,209790,xi Cep,Kurhah
5.80316159,0.57907116,4.29,F5,210459,pi Peg,
5.89705303,-0.56454614,4.29,A0,213398,bet PsA,
6.18778852,0.75517003,4.29,B8,222173,iot And,
0.98265673,0.42703359,4.3,B6,23338,19 Tau,Taygeta
2.28299974,0.05931695,4.3,B3,74280,eta Hya,
3.04101078,-0.01437957,4.3,G8.5,100920,ups Leo,
4.95020464,0.64400710,4.3,M4,175588,del Lyr,
5.29444901,0.98729397,4.3,A3,192696,33 Cyg,
0.25571982,-0.51238504,4.31,B7,5737,alp Scl,
2.49459910,0.40086819,4.31,K5,82308,lam Leo,Alterf
3.28152443,-0.28267546,4.31,F2,109085,eta Crv,
4.03384860,0.65235559,4.31,F2,137391,mu1 Boo,Alkalurops
1.22365761,-0.34333535,4.32,M4,29755,54 Eri,
1.95548144,0.15578033,4.32,K3,58972,gam CMi,
2.29674421,-0.23645333,4.32,G8,74918,12 Hya,
3.09658498,-1.11331644,4.32,B3,102776,j Cen,
3.78263027,-1.46027820,4.32,K2,124882,del Oct,
3.89051344,-0.76053692,4.32,B5,130807,omi Lup,
4.11923156,1.35776920,4.32,A3,142105,zet UMi,
4.22110061,-0.36422597,4.32,G3,144608,ome2 Sco,
5.40327029,-0.01929074,4.32,G7.5,196574,l Aql,
0.31024682,0.96254423,4.33,A7,6961,the Cas,
0.53252904,0.04823411,4.33,A0,12447,alp Psc A,
1.70978999,-0.40872702,4.33,B0.5,46328,xi1 CMa,
2.27161874,-1.04302815,4.33,B1.5,74375,d Car,
3.15479171,-1.10501643,4.33,A,104671,the1 Cru,
3.37335056,-0.85422231,4.33,K3-4,111915,e Cen,
3.75387597,-0.98413299,4.33,B6,125288,v Cen,
4.09302981,-0.74294303,4.33,K4.5,139127,ome Lup,
4.54147034,-0.22422148,4.33,A2,156928,nu Ser,
4.79905185,0.62944330,4.33,K2,168775,kap Lyr,
2.13189059,-0.05207869,4.34,G2,67594,zet Mon,
2.42689487,-1.00428669,4.34,M1,80230,g Car,
3.67271089,-0.79593316,4.34,F6,122223,ups2 Cen,
4.00479614,-0.52619738,4.34,G9,135758,2 Lup,
4.56628311,0.07226148,4.34,K2,157999,sig Oph,
5.69390397,-0.57640953,4.34,A0,206742,iot PsA,
5.69200593,0.30281463,4.34,G5,206859,9 Peg,
0.77785689,-0.70344526,4.35,A1,18623,the2 Eri,
0.83614361,0.34429528,4.35,K2,19787,del Ari,Botein
1.50435746,-1.14730188,4.35,A7,39014,del Dor,
1.63789696,0.51483819,4.35,G8.5,43039,kap Aur,
1.82070566,1.01966498,4.35,G5,50522,15 Lyn,
2.12899625,-1.19759645,4.35,B6,68520,eps Vol,
2.18446136,-1.35235867,4.35,K2,71701,the Cha,
2.51688114,-0.86141210,4.35,A5,83446,M Vel,
3.77942323,-0.79202072,4.35,F4,126354,tau2 Lup,
4.74982629,-1.11122205,4.35,A7,165040,pi Pav,
0.16092663,0.58851533,4.36,B5,3369,pi And,
0.18916460,-1.00291952,4.36,A0,4150,eta Phe,
0.91880677,0.83767562,4.36,K3,21552,sig Per,
1.06768335,0.38540264,4.36,K0,25604,37 Tau,
1.26803261,0.15533915,4.36,A1,30739,pi2 Ori,
1.36673098,-0.22586985,4.36,B9,33949,kap Lep,
1.56004801,-0.61581034,4.36,B2.5,40494,gam Col,
2.30572539,0.10188844,4.36,A0,75137,rho Hya,
3.25913331,0.49337549,4.36,K1,108381,gam Com,
3.69157499,-0.71872174,4.36,B2,122980,chi Cen,
4.75060442,0.36328059,4.36,B2,166182,102 Her,
4.59115405,1.51121757,4.36,A1,166205,del UMi,Yildun
4.81373443,-1.07327083,4.36,K4,168339,xi Pav,
4.90774950,0.65633107,4.36,A4,173648,zet1 Lyr,
4.91755971,0.31732510,4.36,A5,173880,111 Her,
5.04560870,0.66555707,4.36,K0,180809,the Lyr,
5.13441687,-0.02245172,4.36,B5,184930,iot Aql,
5.88843546,0.83264326,4.36,M0,213310,5 Lac,
0.13764103,-1.09882536,4.37,B9,2884,bet1 Tuc,
0.16822792,0.51158509,4.37,G6,3546,eps And,
0.58032198,0.15440346,4.37,G6,13611,xi1 Cet,
1.64301660,-0.61331840,4.37,K0.5,43785,kap Col,
1.81573874,-0.29765136,4.37,B3,51309,iot CMa,
2.65248595,0.17448929,4.37,K3.5,87837,31 Leo,
5.14914308,0.31440167,4.37,G1,185758,alp Sge,Sham
5.15329551,0.30501568,4.37,G8,185958,bet Sge,
5.23483875,-0.61568913,4.37,B3,189103,the1 Sgr,
6.16525196,-0.66005443,4.37,B9.5,221507,bet Scl,
1.44955412,0.32453428,4.38,M2,36389,119 Tau,
3.44680711,-0.09667185,4.38,A1,114330,the Vir,
4.42444601,0.17741757,4.38,B8,152614,iot Oph,
1.27799553,-0.09516893,4.39,F4,31109,ome Eri,
1.72341083,-0.92459787,4.39,A0,47306,N Car,
2.10427803,0.04074374,4.39,K2,66141,13 Pup,
2.88046958,-0.73697982,4.39,A3,95370,i Vel,
4.54223392,-0.36848749,4.39,F1,156897,xi Oph,
5.03422042,0.68322853,4.39,B2.5,180163,eta Lyr,Aladfar
5.27477043,1.35631960,4.39,B9,192907,kap Cep,
5.58447183,-0.93287364,4.39,A5,202730,the Ind,
6.09950395,-0.16026486,4.39,B5,219688,psi2 Aqr,
6.13503594,-0.36026989,4.39,K5,220704,99 Aqr,
1.78832980,-0.93588433,4.4,G6,50337,,
1.91421895,-0.43553237,4.4,O9,57061,tau CMa,
2.13378137,-0.33588861,4.4,B5,67797,16 Pup,
3.93964445,0.03650162,4.4,K0.5,133165,110 Vir,
5.75050355,-0.95980019,4.4,F0,208450,del Ind,
6.13212706,0.40847977,4.4,F8,220657,ups Peg,Alkarab
0.49587713,-0.80813108,4.41,M4,11695,psi Phe,
1.46092785,0.16562205,4.41,B0,36822,phi1 Ori,lambda Ori X-5
1.54628172,0.35388490,4.41,G0,39587,chi1 Ori,
1.88120313,0.52787968,4.41,K2,54719,tau Gem,
2.08671565,-0.85948739,4.41,B1,65818,,
2.95913302,0.55028777,4.41,G0,98231,xi UMa,Alula Australis
3.88461568,-0.48799891,4.41,K4,130694,6 Lib,
4.58471087,0.45571516,4.41,K3.5,158899,lam Her,Maasym
4.70585854,0.52690520,4.41,F2,164136,nu Her,
6.05584890,1.31576009,4.41,G2,218658,pi Cep,
6.10351821,-0.56778954,4.41,K1,219784,gam Scl,
0.00855211,-0.10496701,4.41,M3,224935,30 Psc,
0.24961117,0.40871248,4.42,G8,5516,eta And,
0.98672916,-0.21121393,4.42,M2,23614,pi Eri,
1.60383396,0.25775604,4.42,B3,41753,nu Ori,
2.88995981,0.35220259,4.42,A1,95608,b Leo,
3.76570785,-0.68961837,4.42,B7,125823,a Cen,
3.80750121,-0.88063981,4.42,B2,127381,sig Lup,
4.30670174,-0.32212475,4.42,B2,148184,chi Oph,
5.44427826,-0.08775128,4.42,M3,198026,3 Aqr,
5.88540295,-0.00034907,4.42,F3,213052,zet2 Aqr,
0.21242111,0.13238322,4.43,K4,4656,del Psc,
1.11383277,-0.13356617,4.43,K1,26965,omi2 Eri,Keid
1.73612264,-0.31830442,4.43,K1,47442,nu3 CMa,
3.84473490,0.23960462,4.43,A2,129247,zet Boo A,
4.12963809,0.12833503,4.43,G0,141004,lam Ser,
5.34010392,0.56182149,4.43,K2.5,194317,39 Cyg,
5.42561051,0.26309869,4.43,A7,197461,del Del,
5.57597062,0.60906658,4.43,B2,202904,ups Cyg,
5.86238642,0.91157092,4.43,G8.5,212496,bet Lac,
0.06387905,-0.33043931,4.44,M3,1038,7 Cet,
0.44257914,0.09577494,4.44,K3,10380,nu Psc,
1.11911239,-1.03501418,4.44,K2,27442,eps Ret,
1.67450525,0.08015909,4.44,A5,44769,eps Mon A,
2.15569252,-0.70420642,4.44,K1,69142,h2 Pup,
2.26350296,0.05831824,4.44,K1,73471,sig Hya,Minchir
4.96088023,-1.17344788,4.44,F5,174694,kap Pav,
5.09943756,0.43048546,4.44,M0,183439,alp Vul,Anser
1.22418121,-0.73066270,4.45,F2,29875,alp Cae,
1.36265854,-0.20715604,4.45,B8,33802,iot Lep,
1.98118141,-0.38914055,4.45,F6,60532,,
2.14395518,-0.69147521,4.45,K3,68553,h1 Pup,
2.17535656,-0.63982801,4.45,A7,70060,q Pup,
2.35658719,-0.72001619,4.45,G8,77258,w Vel,
2.77327728,-1.00457273,4.45,K3-4,91942,r Car,
2.81774681,-1.40569303,4.45,B2.5,93845,del2 Cha,
4.32901287,-0.37465916,4.45,A7,148898,ome Oph,
4.72003934,0.02278139,4.45,A2,164577,68 Oph,
5.04203804,1.28029597,4.45,K2,181984,tau Dra,
5.12293405,0.12878591,4.45,K3,184406,mu Aql,
0.73779431,-0.56558849,4.46,K0,17652,bet For,
1.36699278,0.04993581,4.46,K0.5,33856,rho Ori,
2.46377222,0.45696598,4.46,K2,81146,kap Leo,
3.10295543,-0.78842825,4.46,K3,102964,B Cen,
3.81651148,0.51914819,4.46,F2,128167,sig Boo,
5.78626825,-0.69016136,4.46,K3,209688,lam Gru,
5.93636657,0.77276877,4.46,K2,214868,11 Lac,
5.98877735,-0.57378669,4.46,A0,216336,gam PsA,
0.72039919,-0.32415128,4.47,F6,17206,tau1 Eri,
0.87414816,0.50698906,4.47,K2,20644,,
1.00146992,1.14364638,4.47,M2,23475,,
1.29715779,0.93815326,4.47,A1,31278,7 Cam,
1.30266285,0.02991785,4.47,K2,31767,pi6 Ori,
1.77962497,0.04210122,4.47,K0,49293,18 Mon,
2.95249350,-0.06373361,4.47,A7,98058,phi Leo,
3.17687739,-0.88420804,4.47,B6,105382,,
4.30740714,-0.82999133,4.47,B4,147971,eps Nor,
6.05054019,-0.41439449,4.47,G9,218240,86 Aqr,
1.62289440,0.24799189,4.48,B3,42560,xi Ori,
1.65641927,1.02993334,4.48,A2,43378,2 Lyn,
1.69370387,-0.56862827,4.48,B4,45813,lam CMa,
2.39490444,0.90067231,4.48,F0,78209,15 UMa,
2.37865106,-1.26715752,4.48,F9,78791,G Car,
2.65041337,0.61513645,4.48,A7,87696,21 LMi,
2.93066234,-0.39838595,4.48,A2,97277,bet Crt,
5.13319514,0.87652374,4.48,F4,185395,the Cyg,
5.87885070,-1.13387739,4.48,B9.5,212581,del Tuc,
1.16215657,0.27259134,4.49,F0,28052,71 Tau,
1.76273164,0.23086827,4.49,K0,48433,30 Gem,
1.88739905,-0.81610626,4.49,F0,55892,71 Pup,
2.06230286,-0.67828828,4.49,B2.5,64503,b Pup,
2.29819865,-0.99081857,4.49,B3,75311,f Car,
2.65263139,-0.00648681,4.49,A0,87887,alp Sex,
3.91470079,-0.07585880,4.49,F0,132052,16 Lib,
5.56097533,0.17465413,4.49,F5,202275,del Equ,
5.82014218,0.69315751,4.49,K3,211073,,
6.20779436,-0.25385814,4.49,B9.5,222661,ome2 Aqr,
1.71436420,0.12798596,4.5,A0,46300,13 Mon,
2.00198719,-0.46777733,4.5,B6,61555,k1 Pup,
