ra,dec,m,sp_cl,id,bayer_name,proper_name
5.61895030,1.16603973,5.3,B5,22910,,
5.63299591,1.05521632,5.3,B0,22962,,
5.78143987,1.09581694,5.3,K5,23441,20 Cep,
0.48864237,0.96250278,5.3,B3,26835,,
0.58296476,0.89126712,5.3,K0,27263,,
0.62115024,0.97469579,5.3,A2,27527,,
0.78919461,0.91371011,5.3,B5,28164,,
1.25665647,0.99060006,5.3,A2,29395,4 Cam,
1.33813215,0.90055047,5.3,F0,29613,,
1.41137758,1.00433914,5.3,A0,29792,,
1.77510871,0.99779052,5.3,G5,30689,,
2.02488947,0.88023683,5.3,A0,31285,,
3.08455093,0.97089529,5.3,K0,33245,,
3.27229847,1.01937268,5.3,A5,33584,74 UMa,
3.57577464,0.92365029,5.3,A2,34131,,
3.95438579,0.95218793,5.3,G5,34827,,
4.35462913,0.97765534,5.3,G5,35560,,
4.99565388,0.93194856,5.3,A0,37071,,
5.76864333,1.01229911,5.3,B0,40148,,
0.60772306,0.82693641,5.3,A0,44986,62 And,
0.86301673,0.76838231,5.3,B5,46007,,
1.77473339,0.76056973,5.3,G0,49322,psi5 Aur,
2.41642340,0.75429334,5.3,B8,51107,36 Lyn,
3.22803888,0.85493465,5.3,K2,52927,3 CVn,
3.69978916,0.76540502,5.3,M3,53940,,
3.70135552,0.86320736,5.3,M0,53944,,
5.12553997,0.74023893,5.3,A2,58526,,
5.20101332,0.82078301,5.3,B0,58954,,
5.22390665,0.70455233,5.3,B3,59089,,
6.05478555,0.80961082,5.3,K5,63840,,
0.17941984,0.68868297,5.3,G5,65538,,
0.59313465,0.58222409,5.3,A0,67133,,
1.03182898,0.61227594,5.3,B3,68922,,
1.16110231,0.54871391,5.3,K0,69410,,
3.05890913,0.59693067,5.3,G5,76016,61 UMa,
3.42844115,0.62480872,5.3,B9,76921,14 CVn,
4.02215118,0.57480251,5.3,B9,78532,,
4.41990503,0.55329860,5.3,F0,79738,,
4.45759723,0.58587711,5.3,A2,79867,,
4.85564989,0.53327168,5.3,B8,81464,,
5.00604986,0.63006681,5.3,B5,82340,iot Lyr,
6.11700945,0.55523189,5.3,B8,88761,,
0.56471044,0.45273608,5.3,F0,91402,,
0.60628825,0.49990636,5.3,A2,91550,,
0.64649744,0.51782745,5.3,F0,91700,12 Tri,
0.87801856,0.36908569,5.3,B3,92422,tau Ari,
0.98088812,0.42392806,5.3,B5,92803,,
1.07602442,0.48171160,5.3,A0,93256,,
1.13199779,0.36900192,5.3,B8,93419,,
1.13277198,0.38001839,5.3,A0,93421,,
1.16627743,0.40135635,5.3,B5,93527,,
1.34438610,0.42350559,5.3,B3,94089,,
1.79572788,0.37980269,5.3,A0,96639,,
2.02158003,0.50411285,5.3,K0,97883,,
2.12827230,0.37667322,5.3,G0,98370,,
2.23711132,0.35676541,5.3,K0,98797,eta Cnc,
2.68885795,0.51156652,5.3,A0,100213,,
3.05774834,0.37267482,5.3,G5,101333,,
3.25678765,0.47591909,5.3,A5,101896,,
3.99019871,0.50901305,5.3,A0,103885,,
4.56760533,0.35047893,5.3,B5,105917,,
4.75113703,0.34985687,5.3,A3,106831,,
4.79606864,0.42666425,5.3,K5,107067,,
4.94047602,0.37393882,5.3,B9,107981,,
4.97981218,0.45887134,5.3,B3,108233,,
5.10838840,0.48808389,5.3,B9,109141,bet2 Cyg,
5.29813013,0.50081801,5.3,A3,110713,,
5.30922526,0.43059163,5.3,K0,110800,24 Vul,
5.49024957,0.38966060,5.3,K5,112220,33 Vul,
6.16741870,0.39267779,5.3,M3,115595,,
0.04379314,0.19453158,5.3,B8,116192,,
0.91807816,0.19785614,5.3,A0,119132,,
1.17301695,0.22772120,5.3,A5,119940,,
1.21803488,0.27576037,5.3,A2,120110,,
1.75582348,0.30796969,5.3,A0,122905,,
1.97923653,0.27622632,5.3,A2,124164,,
2.34419069,0.26743428,5.3,A3,125947,,
2.54701031,0.24472458,5.3,M0,126738,psi Leo,
2.61024018,0.21720268,5.3,A0,126980,,
2.83291895,0.18404821,5.3,A0,127730,53 Leo,
4.10933939,0.22423408,5.3,A0,131611,,
5.05192846,0.20237815,5.3,A5,136078,omg Aql,
6.25097671,0.19106759,5.3,A3,142929,82 Peg,
0.98468814,0.10559232,5.3,B3,146887,29 Tau,
1.20963418,0.01742347,5.3,B5,147738,,
1.45856772,0.06574558,5.3,A2,149141,,
1.97265431,0.03341292,5.3,A5,152819,,
3.99326700,0.08620796,5.3,K0,161390,3 Ser,
5.33712195,0.09325245,5.3,K0,169926,,
5.59767822,0.11887612,5.3,A0,171663,,
5.84885575,0.10104641,5.3,B5,172924,,
0.97960262,-0.02030031,5.3,B8,175367,24 Eri,
1.05389088,-0.02704683,5.3,B5,175427,35 Eri,
1.40294343,0.00726982,5.3,B3,175805,,
1.41242958,0.00279150,5.3,B3,175816,,
2.30056124,-0.03311044,5.3,A0,177601,,
2.93982764,0.00121314,5.3,A0,178430,,
4.12811579,-0.03149015,5.3,B8,179639,,
0.27507436,-0.08441546,5.3,G5,182973,,
0.77973115,-0.04857188,5.3,A2,185242,,
0.79720007,-0.13413747,5.3,G5,185323,,
1.53312484,-0.13121317,5.3,B3,188526,,
1.65681153,-0.13653599,5.3,B3,189048,7 Mon,
2.03346696,-0.11820402,5.3,K2,190622,,
2.30977767,-0.06009241,5.3,B9,191737,14 Hya,
2.73029716,-0.12321733,5.3,K5,193410,,
3.69448605,-0.16255109,5.3,F5,197203,,
4.15065592,-0.05393959,5.3,A2,199013,,
4.42700532,-0.10740688,5.3,K0,200147,,
4.99583663,-0.07036217,5.3,K0,202509,,
5.02950926,-0.13857090,5.3,B3,202647,,
0.94230864,-0.19536866,5.3,G0,213132,,
1.21880050,-0.25061556,5.3,G5,214632,,
1.41820720,-0.18027176,5.3,K5,215733,,
1.77522434,-0.25178177,5.3,B8,217672,,
1.79054353,-0.29818232,5.3,K0,217750,,
2.66205580,-0.22367979,5.3,F0,222549,,
2.87767807,-0.28542566,5.3,Ma,223760,,
2.89396475,-0.19728261,5.3,K0,223860,,
3.51997770,-0.22179115,5.3,K2,227300,68 Vir,
4.09676597,-0.33688180,5.3,G5,230525,,
4.74644798,-0.29939639,5.3,K0,234067,,
5.15187663,-0.28437066,5.3,K0,236337,54 Sgr,
5.32060793,-0.33368140,5.3,K0,237241,,
5.96707200,-0.34231782,5.3,G5,240753,68 Aqr,
6.10477644,-0.23489916,5.3,G5,241464,,
6.20278984,-0.31463263,5.3,K0,241974,,
6.20667050,-0.26961778,5.3,K2,241997,,
0.46096923,-0.43725016,5.3,F0,244279,eps Scl,
0.87083872,-0.42102441,5.3,M0,246099,,
0.87877466,-0.41251259,5.3,G5,246138,,
0.99335763,-0.41669163,5.3,A2,246698,,
1.60115945,-0.38069611,5.3,Mb,249863,,
2.20375016,-0.41968560,5.3,K5,254457,,
2.69708710,-0.50600614,5.3,B9,257470,,
3.11850703,-0.44879124,5.3,G5,259621,,
3.77344743,-0.43295175,5.3,K0,262884,,
4.16216935,-0.42818467,5.3,B5,264828,,
4.51755576,-0.46430140,5.3,K0,266613,,
5.53513944,-0.36989945,5.3,A0,272094,,
5.60320684,-0.36393581,5.3,K0,272428,,
6.02715954,-0.50359720,5.3,K0,274504,,
0.05119734,-0.61318831,5.3,F5,275790,the Scl,
0.37947050,-0.56798787,5.3,Nb,277044,,
0.44568407,-0.56421156,5.3,K0,277274,pi Scl,
0.57992055,-0.53623205,5.3,A0,277734,mu For,
0.99455049,-0.52653005,5.3,G5,279461,,
1.48279086,-0.56948672,5.3,K0,281735,,
1.49335897,-0.60506638,5.3,B9,281781,,
1.50970369,-0.56385193,5.3,B2,281849,,
1.53830200,-0.65678766,5.3,K0,281984,,
1.77742825,-0.66199955,5.3,B9,283127,,
1.91357150,-0.68434946,5.3,A2,283786,,
1.93300159,-0.55717546,5.3,B5,283892,,
2.03949104,-0.67214840,5.3,B3,284426,,
2.18755357,-0.63676926,5.3,B3,285121,,
2.72048092,-0.66339838,5.3,A3,287637,,
3.24452664,-0.61806869,5.3,B9,290098,,
3.90842596,-0.59089547,5.3,A0,293233,,
4.82157488,-0.53680490,5.3,K0,297678,,
4.86057965,-0.57624808,5.3,B3,297883,,
5.28485508,-0.63008582,5.3,K5,299890,,
5.41660642,-0.55149403,5.3,M0,300482,,
5.51072810,-0.67424754,5.3,F0,300925,zet Mic,
6.19869355,-0.55978192,5.3,K0,304053,mu Scl,
0.27410759,-0.80978564,5.3,K0,305505,,
1.32126514,-0.85785337,5.3,F5,309287,,
1.88610845,-0.70683885,5.3,A2,311569,,
2.32933380,-0.82939495,5.3,A5,313754,,
2.45153528,-0.73644085,5.3,M0,314241,,
2.49722378,-0.70946688,5.3,K0,314417,,
2.57415658,-0.79818745,5.3,B8,314718,,
3.03347634,-0.82680702,5.3,M0,316549,,
3.03655226,-0.83150404,5.3,F0,316561,,
3.04370666,-0.83334793,5.3,K2,316596,,
3.07934090,-0.79744268,5.3,B8,316748,,
3.17757101,-0.84984318,5.3,A0,317118,,
3.57709302,-0.69903490,5.3,K0,318709,,
3.57790780,-0.87179133,5.3,Mb,318713,,
4.31840569,-0.80709696,5.3,B1,321788,,
4.32709125,-0.72984796,5.3,B1,321837,,
4.42454120,-0.72965835,5.3,B0,322345,,
4.55211728,-0.82847652,5.3,B3,322888,,
4.66956376,-0.69970942,5.3,A2,323443,,
4.92070580,-0.70522084,5.3,G0,324446,,
4.94126193,-0.81323752,5.3,M0,324525,,
4.95797171,-0.74544311,5.3,K0,324590,,
0.43547142,-0.98074142,5.3,G5,331230,,
0.70929126,-0.88663399,5.3,F5,332074,,
1.23383440,-0.88106620,5.3,G5,333719,,
1.24072184,-1.04253296,5.3,A3,333743,,
1.77534266,-0.89475836,5.3,K2,335469,,
1.77723459,-0.96935552,5.3,K2,335476,,
2.24824565,-1.01621286,5.3,B3,337043,,
2.41260171,-1.03696992,5.3,G5,337703,,
2.41858928,-0.96987355,5.3,K0,337730,,
2.51855701,-0.93669392,5.3,A2,338134,,
2.67638350,-0.89418375,5.3,A5,338788,,
2.84713066,-0.99903480,5.3,B8,339534,,
3.08625960,-1.00699558,5.3,K5,340396,,
3.32460235,-1.04171532,5.3,B8,341208,,
3.72310763,-0.93664442,5.3,K0,342652,,
3.73043169,-0.99634345,5.3,B3,342676,,
4.78711241,-0.97779206,5.3,B5,346742,,
5.18371369,-0.98371323,5.3,A5,348012,nu Tel,
6.12707069,-0.90567355,5.3,K5,351042,,
0.14282625,-1.10010725,5.3,A2,351888,,
0.63224028,-1.05264205,5.3,F2,352913,lam Hor,
0.73750843,-1.09618225,5.3,A0,353156,,
1.45295562,-1.12098333,5.3,G5,354831,,
1.52669258,-1.16764509,5.3,B5,354994,,
2.25720494,-1.09699979,5.3,G5,356837,,
2.67694877,-1.15842258,5.3,A3,357856,,
3.51348668,-1.12547828,5.3,F5,360096,,
3.86280713,-1.09738541,5.3,A5,360958,,
4.00094230,-1.06390398,5.3,Oe,361313,,
4.31077097,-1.11802010,5.3,F0,362089,,
0.66180478,-1.38071920,5.3,K0,367696,mu Hyi,
1.32084903,-1.24467074,5.3,K0,368632,,
2.19071167,-1.28107234,5.3,A2,369910,,
3.91775133,-1.33801614,5.3,K2,372479,,
4.27800765,-1.37300596,5.3,K5,373034,,
0.04378318,-1.43507996,5.3,K0,375917,,
2.46157928,-1.40999671,5.3,F2,377038,,
2.81554275,-1.40445869,5.3,K0,377260,,
4.95142156,-1.52901125,5.3,K0,378246,chi Oct,
3.00662779,0.68655919,5.3,A2,400163,,
1.16521140,1.41064801,5.4,K0,739,,
0.54595222,1.34881362,5.4,F0,4895,,
0.87410030,1.35672771,5.4,F0,5249,,
1.00019314,1.23693176,5.4,A0,5380,,
1.36299480,1.29061324,5.4,A0,5879,,
1.77253260,1.38866768,5.4,F8,6423,,
2.09524725,1.29011116,5.4,K0,6879,,
4.69138597,1.25672660,5.4,F2,9681,,
0.02811579,1.12043651,5.4,B8,11930,,
0.10817979,1.07915409,5.4,B9,12190,,
0.22133705,1.12133113,5.4,F2,12515,,
0.23156155,1.06681539,5.4,F8,12540,,
0.31166279,1.12054598,5.4,B9,12787,,
0.98627974,1.10557866,5.4,F5,14471,,
1.44063883,1.10073087,5.4,K5,15329,17 Cam,
2.24537444,1.13699687,5.4,A0,16680,,
2.40152352,1.17170744,5.4,F8,16933,,
4.21640160,1.18351052,5.4,A0,19733,,
5.26019321,1.08202554,5.4,K0,21971,,
5.87778539,1.13677095,5.4,B0,23736,,
1.13529799,0.88873697,5.4,B3,29070,,
1.66577976,0.93291794,5.4,F5,30377,,
3.52753447,1.04625158,5.4,A0,34042,,
4.97518306,0.88197581,5.4,B3,37005,,
5.49124484,0.88072770,5.4,B8,39039,,
5.72475354,0.97383632,5.4,B3,39939,,
6.19216107,0.88089792,5.4,B9,42060,,
0.19389037,0.83538458,5.4,B3,43261,,
0.71596002,0.77312908,5.4,G5,45426,14 Per,
2.07131974,0.83015902,5.4,K0,50200,26 Lyn,
2.27336858,0.79995430,5.4,K0,50748,34 Lyn,
2.48127554,0.79589578,5.4,G5,51268,,
2.52358530,0.70231733,5.4,A5,51369,,
2.59930285,0.86952157,5.4,A2,51579,,
3.83465017,0.77500497,5.4,A0,54257,33 Boo,
5.14628372,0.74732050,5.4,B8,58649,14 Cyg,
5.61498556,0.85233265,5.4,A3,61472,,
6.00564937,0.72612203,5.4,B3,63602,,
0.27409421,0.55508902,5.4,B9,65899,,
0.96486629,0.65590079,5.4,B5,68686,,
1.39191033,0.58902273,5.4,A0,70185,,
1.59952873,0.67164904,5.4,A3,71223,,
2.62240527,0.55717333,5.4,G5,74920,20 LMi,
2.88345845,0.68437782,5.4,F0,75613,,
3.28841222,0.58027931,5.4,K0,76567,,
4.17043450,0.66230013,5.4,F2,78916,,
4.54073373,0.56666904,5.4,G0,80145,,
4.87218332,0.58414773,5.4,B8,81551,,
5.17676204,0.58865786,5.4,F5,83516,17 Cyg,
5.23002112,0.54076641,5.4,B8,83941,,
5.25606842,0.56232079,5.4,B0,84148,,
5.35628704,0.67090994,5.4,A0,84984,40 Cyg,
0.14220680,0.35420293,5.4,G5,89892,,
0.25235672,0.50600939,5.4,K0,90334,68 Psc,
0.69296741,0.38329849,5.4,A2,91860,nu Ari,
0.70111519,0.47229840,5.4,A2,91890,,
1.09445641,0.46217947,5.4,F0,93305,44 Tau,
1.14573069,0.44731731,5.4,B9,93459,,
1.34305740,0.35636544,5.4,A3,94081,,
1.76608877,0.50563734,5.4,K0,96473,,
2.36813930,0.42678196,5.4,A0,99262,,
2.39110478,0.51756371,5.4,G5,99332,,
2.58257692,0.42577821,5.4,A2,99911,,
2.63027939,0.38308415,5.4,B3,100044,,
3.26774367,0.45226474,5.4,A0,101928,,
4.16512775,0.35449314,5.4,K5,104412,,
4.53857164,0.44571563,5.4,A2,105797,,
5.33223277,0.42666949,5.4,B8,110982,,
5.61850945,0.48185951,5.4,A0,113012,,
0.71977131,0.21721781,5.4,A3,118504,,
1.22197787,0.21288847,5.4,B9,120126,,
1.42754006,0.31349924,5.4,B3,120960,115 Tau,
1.45528607,0.32358850,5.4,B3,121101,,
1.63951524,0.21905428,5.4,B9,122187,,
1.70956971,0.20148546,5.4,A2,122614,,
1.97137811,0.29820690,5.4,K0,124127,,
2.07547871,0.34703976,5.4,A0,124599,,
2.69076974,0.23960403,5.4,M0,127263,,
3.74927891,0.22696760,5.4,F0,130492,,
3.78062750,0.33557193,5.4,A5,130581,,
5.25125865,0.27979712,5.4,A0,137524,,
5.66253415,0.33717288,5.4,F0,140405,5 Peg,
0.08987478,0.14294663,5.4,K0,143399,41 Psc,
0.53753617,0.00224172,5.4,A5,145248,,
0.79576265,0.07597234,5.4,B5,146174,,
1.34969518,0.17155825,5.4,A2,148524,16 Ori,
1.43951440,0.03123160,5.4,B3,149035,,
1.60991388,0.04362857,5.4,A0,149973,,
1.64545402,0.17352713,5.4,A2,150221,,
1.95492213,0.12115969,5.4,A5,152689,,
3.14136852,0.06379464,5.4,A0,158405,,
3.32464329,0.11879806,5.4,A0,159090,,
4.87149290,0.15921790,5.4,F2,166169,,
6.05926879,0.03713881,5.4,G5,173789,,
0.62049305,0.01544403,5.4,A5,175089,,
4.47475003,0.01557061,5.4,B3,179990,,
4.84190593,-0.03465016,5.4,K0,180346,,
5.06405028,0.01557047,5.4,B9,180629,,
5.40326840,-0.01928680,5.4,K0,181050,,
0.00796022,-0.05284061,5.4,B8,181771,,
0.53963355,-0.07162108,5.4,K0,184185,,
1.46291083,-0.09404745,5.4,Oe,188218,,
1.59979388,-0.07319716,5.4,B3,188806,,
1.89481037,-0.17361696,5.4,K2,190069,,
4.01917423,-0.10166373,5.4,K2,198488,,
4.09571739,-0.15340038,5.4,F8,198815,,
5.21041082,-0.14964874,5.4,K5,203417,,
5.73416115,-0.07463376,5.4,K0,205735,,
6.10603373,-0.08943619,5.4,F2,207424,,
0.41880462,-0.26878453,5.4,K0,210401,,
0.61970518,-0.18810349,5.4,F0,211424,,
1.04502614,-0.21946492,5.4,G5,213689,,
1.77146330,-0.25824221,5.4,A2,217647,,
1.88984156,-0.19637407,5.4,K0,218343,,
1.92409998,-0.25063892,5.4,K0,218523,,
1.97800745,-0.33881305,5.4,K0,218842,,
2.21089168,-0.21877086,5.4,K0,220116,,
3.14531253,-0.34311432,5.4,B3,225249,,
4.11929722,-0.27354298,5.4,A5,230667,,
5.16425036,-0.27000447,5.4,F2,236398,,
5.19575748,-0.18785861,5.4,F0,236571,51 Aql,
5.47508571,-0.31281342,5.4,K0,238085,,
5.57612973,-0.31390052,5.4,B8,238644,,
5.80594683,-0.20184626,5.4,B5,239902,,
6.24546925,-0.33002838,5.4,A0,242204,,
0.05050088,-0.48519726,5.4,K0,242592,kap2 Scl,
0.39436310,-0.45741269,5.4,K0,244024,,
0.43137186,-0.37132582,5.4,F0,244176,,
1.13730097,-0.36022980,5.4,A0,247421,,
1.14796748,-0.43445220,5.4,K5,247465,,
1.33199179,-0.45644519,5.4,K0,248422,,
1.44481438,-0.36413914,5.4,A0,249000,,
1.61695163,-0.47393247,5.4,K0,249954,,
1.82647942,-0.44356209,5.4,B3,251344,,
1.87763364,-0.47981782,5.4,G5,251792,,
1.92454118,-0.45189439,5.4,Ma,252195,,
2.48365064,-0.36214020,5.4,K5,256241,,
2.48669464,-0.46407660,5.4,K0,256263,,
3.18987035,-0.41193905,5.4,A2,259968,,
3.97197936,-0.45959149,5.4,K0,263900,,
3.98759264,-0.45716257,5.4,K0,263974,,
4.16231116,-0.41849761,5.4,B3,264830,,
4.18260046,-0.43339123,5.4,B8,264936,,
4.45042414,-0.43794145,5.4,M0,266246,,
4.77463382,-0.37896760,5.4,K0,268095,,
5.55577141,-0.48204874,5.4,K5,272213,,
5.59818124,-0.39564931,5.4,K5,272410,,
5.82203790,-0.48462421,5.4,B9,273537,lam PsA,
5.86218803,-0.43219103,5.4,K0,273730,,
6.28085049,-0.51461333,5.4,K5,275546,,
0.26749199,-0.67922333,5.4,K0,276598,,
1.41109891,-0.69251988,5.4,M0,281389,,
1.67558785,-0.64067129,5.4,G5,282622,,
1.76485148,-0.54228247,5.4,B3,283065,,
1.95850951,-0.55584513,5.4,B3,284007,,
2.03148630,-0.59641711,5.4,F8,284390,,
2.09209235,-0.68586145,5.4,F0,284653,,
2.74709886,-0.53419685,5.4,B9,287759,,
2.90118816,-0.62491092,5.4,A0,288486,,
3.03941235,-0.58591037,5.4,K0,289127,,
3.26539954,-0.68139922,5.4,B8,290201,,
3.63703112,-0.62245723,5.4,F2,291947,,
3.94002929,-0.56973427,5.4,B3,293387,,
4.17525932,-0.59280088,5.4,A0,294448,,
4.29360428,-0.68404776,5.4,G0,295007,,
4.29581837,-0.65565232,5.4,B8,295023,,
4.63756540,-0.64482294,5.4,K2,296710,,
5.45857286,-0.66171273,5.4,K0,300690,,
5.98227381,-0.68341658,5.4,K2,303079,,
0.36948642,-0.72418195,5.4,K0,305846,,
2.27149402,-0.78873479,5.4,K5,313394,,
2.52210941,-0.75382564,5.4,K0,314518,,
2.68574130,-0.75245376,5.4,K2,315178,,
2.75742466,-0.78657340,5.4,,315446,,
2.93455864,-0.85697416,5.4,A2,316160,,
3.02291317,-0.70574681,5.4,M0,316505,,
3.75316387,-0.75151647,5.4,G5,319404,,
3.79761319,-0.86426973,5.4,A2,319590,,
4.08495089,-0.77487111,5.4,K5,320766,,
4.34751066,-0.74802741,5.4,B1,321934,,
4.41376365,-0.71960710,5.4,Oe,322283,,
4.78172633,-0.77154664,5.4,K0,323894,,
4.82976157,-0.83980186,5.4,G5,324095,,
5.52582542,-0.72232312,5.4,K0,326857,,
5.61571780,-0.74260438,5.4,A3,327215,,
1.39351029,-0.88324156,5.4,F8,334234,zet Pic,
1.54825859,-0.91866403,5.4,A5,334720,,
2.43516234,-0.89100585,5.4,B9,337807,,
2.53382319,-1.01200400,5.4,A2,338205,,
2.73500096,-0.95779083,5.4,K0,339045,,
2.82289036,-0.99060006,5.4,B8,339446,,
2.93938462,-0.92907172,5.4,K2,339875,,
3.26149837,-1.02960002,5.4,Mb,340999,,
3.49340987,-0.92062331,5.4,B3,341815,,
4.09639501,-0.91407673,5.4,A0,344024,,
5.78511284,-1.04084741,5.4,K5,349953,,
6.04172067,-0.94186494,5.4,K5,350761,,
6.05297543,-0.88465513,5.4,F5,350797,,
0.18532225,-1.14263205,5.4,F5,351980,,
0.24000393,-1.21347647,5.4,K0,352090,lam2 Tuc,
0.29369913,-1.07818218,5.4,K0,352220,iot Tuc,
1.11181720,-1.08545318,5.4,K0,353979,,
1.68195838,-1.21632659,5.4,G5,355380,,
2.57840072,-1.09510911,5.4,K0,357601,,
2.82085553,-1.12160452,5.4,B8,358242,,
3.43882011,-1.13981107,5.4,Oa,359890,,
3.91273896,-1.09573413,5.4,B3,361100,,
5.01730360,-1.19423184,5.4,K0,363797,,
5.45110918,-1.20037632,5.4,K0,364785,,
5.62322286,-1.21309802,5.4,M3,365198,,
1.79528632,-1.23854594,5.4,B8,369330,iot Vol,
1.81764696,-1.38614383,5.4,A0,369350,,
2.55840593,-1.33999655,5.4,K0,370464,,
4.54700827,-1.22388096,5.4,B8,373425,iot Aps,
5.18982801,-1.26542188,5.4,A3,374368,,
0.05815975,-1.48342538,5.4,K5,375924,,
2.34173160,-1.49510357,5.4,F0,376990,zet Oct,
0.26205391,0.78037064,5.4,B9,400017,,
0.67972574,0.60546926,5.4,Mb,400040,,
2.33108356,0.53371198,5.4,K0,400128,,
0.81214271,1.38611465,5.5,M0,5183,,
2.17964221,1.32220738,5.5,G5,6995,,
3.22377693,1.31180081,5.5,A2,8128,,
3.56563304,1.24341158,5.5,K0,8460,,
4.23602557,1.32431293,5.5,B8,9128,19 UMi,
5.87309031,1.23518584,5.5,K0,11217,,
5.88997273,1.37574298,5.5,A2,11249,rho Cep,
0.24776279,1.05353106,5.5,B9,12601,,
0.53669463,1.12381886,5.5,B5,13423,,
5.32368982,1.20218792,5.5,M3,22104,,
0.19759737,0.96379485,5.5,A0,25648,,
1.89102002,0.89760150,5.5,M0,30987,,
2.45097299,0.98958854,5.5,M3,32111,,
2.61739043,0.99155354,5.5,K5,32417,,
3.55227677,0.96601263,5.5,A0,34094,,
3.60669948,0.95003352,5.5,A0,34200,,
3.88964237,1.03487533,5.5,K2,34720,,
4.11394095,0.91387097,5.5,A0,35095,,
5.54928715,1.04696154,5.5,B2,39225,,
5.76762929,0.92297000,5.5,B5,40146,,
5.80830674,0.88703755,5.5,A2,40320,,
0.91137035,0.87002147,5.5,B5,46227,,
0.92565274,0.83816867,5.5,B8,46292,,
1.20728962,0.72020415,5.5,A3,47216,,
1.39732863,0.71708714,5.5,A3,47999,,
1.50927623,0.86963303,5.5,A0,48417,omi Aur,
1.95850849,0.84096842,5.5,B9,49891,,
4.32748519,0.79584017,5.5,A0,55489,,
5.20160033,0.83656602,5.5,B2,58957,,
5.41899185,0.72809885,5.5,B8,60335,,
5.58278053,0.86411900,5.5,B5,61283,,
5.68271023,0.71692458,5.5,A0,61902,77 Cyg,
5.77243419,0.77928674,5.5,A0,62410,,
5.81989078,0.79308643,5.5,A0,62654,,
0.36511044,0.65825097,5.5,A0,66233,,
0.53653435,0.58092110,5.5,A2,66906,,
0.85233226,0.53331303,5.5,A0,68258,,
1.08476743,0.66391839,5.5,F8,69137,,
1.15403708,0.59569784,5.5,B8,69391,,
1.47757000,0.53219471,5.5,A2,70656,,
1.88120291,0.52788113,5.5,K0,72528,,
3.60845244,0.67269784,5.5,K0,77425,,
3.94052162,0.61445785,5.5,K0,78309,,
4.27570309,0.69304702,5.5,F2,79227,,
4.48564540,0.62718741,5.5,A5,79957,,
5.31660938,0.64576750,5.5,A0,84677,,
5.33957093,0.65408642,5.5,B3,84855,,
0.13143289,0.51926298,5.5,F0,89834,,
0.89146138,0.43151593,5.5,K0,92472,,
0.99634869,0.40877661,5.5,B8,92918,,
1.00494153,0.44644392,5.5,A3,92967,,
1.61326651,0.40340527,5.5,B1,95522,,
1.73827659,0.50586957,5.5,A0,96293,,
3.27689828,0.42877581,5.5,A3,101953,,
3.31229334,0.36760953,5.5,K0,102054,,
4.69240430,0.45465827,5.5,F5,106522,,
5.00311247,0.49966328,5.5,A5,108405,,
5.08859673,0.35077200,5.5,A0,109000,,
5.16493300,0.44980499,5.5,G5,109594,10 Vul,
5.21206801,0.42445510,5.5,A0,109990,,
5.28205979,0.46956120,5.5,A2,110572,,
5.46343542,0.47293244,5.5,G5,112044,,
0.20518330,0.20898276,5.5,G5,116764,,
0.37827618,0.33580794,5.5,K0,117343,94 Psc,
0.63188547,0.18518898,5.5,B5,118200,,
0.74828002,0.26323133,5.5,B5,118608,sig Ari,
1.08719191,0.34224515,5.5,G5,119655,43 Tau,
1.13710469,0.26347024,5.5,F0,119804,,
1.29316193,0.23587067,5.5,K0,120410,,
1.41556536,0.30339979,5.5,G0,120922,,
1.43012329,0.27705579,5.5,A0,120977,,
1.51597757,0.30943116,5.5,F0,121397,130 Tau,
1.53750991,0.24734457,5.5,B9,121511,,
1.63685980,0.24174376,5.5,B2,122170,,
1.94154418,0.20367182,5.5,A2,123974,,
2.09783478,0.30209394,5.5,K0,124732,,
2.28965490,0.17595837,5.5,A0,125684,,
2.75847644,0.24674117,5.5,M0,127487,46 Leo,
2.82049170,0.32971931,5.5,K0,127683,51 Leo,
2.82054544,0.24774289,5.5,K0,127684,,
3.12272360,0.27308783,5.5,A2,128659,95 Leo,
3.86259194,0.29608555,5.5,K0,130833,,
5.04594823,0.25385164,5.5,A0,136046,,
5.38412410,0.22736569,5.5,A2,138601,,
5.40100289,0.19857842,5.5,A2,138730,,
5.74623359,0.21077478,5.5,A2,140856,,
6.18695963,0.32115231,5.5,A0,142695,,
0.14135457,0.12139618,5.5,A0,143599,,
0.29832018,0.09860572,5.5,F0,144301,,
1.17170606,0.02409950,5.5,B8,147584,,
1.51844844,0.11264621,5.5,A3,149476,,
2.90991553,0.03412962,5.5,G5,157524,65 Leo,
3.86373986,0.01251910,5.5,B9,160936,,
4.33101032,0.09636050,5.5,B8,162766,,
4.41313039,0.02122368,5.5,A0,163204,,
4.57637656,0.00576797,5.5,A5,164059,,
4.95780438,0.07333892,5.5,A5,166833,,
4.96230551,0.04424744,5.5,B8,166867,,
5.25404602,0.12702399,5.5,K0,169262,tau Aql,
6.24812251,0.05114440,5.5,K2,174502,,
1.88230821,0.00527365,5.5,F0,176739,,
3.91631943,0.00292546,5.5,K0,179433,,
0.33425222,-0.04364021,5.5,G0,183240,,
0.59770581,-0.11208751,5.5,G5,184435,67 Cet,
0.68068189,-0.13668759,5.5,K5,184807,80 Cet,
0.96271823,-0.09094358,5.5,B8,186057,,
